log_RB,log_RG,log_GB,mean_lum,R_near,G_near,B_near,path,dataset
-0.07297396659851074,-0.09461520612239838,0.021641181781888008,0.47182729840278625,0.6002309918403625,0.6598052978515625,0.6456775665283203,data/RUOD/train/images\000002.jpg,RUOD_train
-0.02121063508093357,-0.12390017509460449,0.1026894822716713,0.6215273141860962,0.7316381335258484,0.8281564712524414,0.747324526309967,data/RUOD/train/images\000003.jpg,RUOD_train
0.022602209821343422,-0.0891832783818245,0.11178544163703918,0.45535603165626526,0.5955764651298523,0.6511417627334595,0.5822638869285583,data/RUOD/train/images\000006.jpg,RUOD_train
-0.06408765912055969,-0.9228041768074036,0.8587164878845215,0.25953352451324463,0.21343883872032166,0.5372356176376343,0.22757208347320557,data/RUOD/train/images\000007.jpg,RUOD_train
-0.2407522052526474,-0.9214096069335938,0.6806573867797852,0.3628276586532593,0.2678229808807373,0.6731448769569397,0.3407531678676605,data/RUOD/train/images\000008.jpg,RUOD_train
-0.044369373470544815,-0.654324471950531,0.6099550127983093,0.37648412585258484,0.41564974188804626,0.7997369170188904,0.434511661529541,data/RUOD/train/images\000009.jpg,RUOD_train
0.007883742451667786,-0.7213655710220337,0.7292493581771851,0.28457146883010864,0.2815861105918884,0.5793960690498352,0.2793740928173065,data/RUOD/train/images\000010.jpg,RUOD_train
-0.18661731481552124,-0.8147175312042236,0.6281002163887024,0.41409483551979065,0.31691575050354004,0.71589195728302,0.3819566071033478,data/RUOD/train/images\000011.jpg,RUOD_train
-0.34549152851104736,-0.5114171504974365,0.16592559218406677,0.41481655836105347,0.3755526840686798,0.6263582110404968,0.5305785536766052,data/RUOD/train/images\000013.jpg,RUOD_train
-0.4369311034679413,-0.5804282426834106,0.14349716901779175,0.4516471028327942,0.3739404082298279,0.6682366728782654,0.5788955688476562,data/RUOD/train/images\000014.jpg,RUOD_train
-0.30623123049736023,-0.390021950006485,0.08379068970680237,0.4868781864643097,0.4440833628177643,0.6559646725654602,0.6032326221466064,data/RUOD/train/images\000015.jpg,RUOD_train
-0.38853374123573303,-0.5445228815078735,0.15598919987678528,0.5136016011238098,0.4185299575328827,0.7215283513069153,0.617302417755127,data/RUOD/train/images\000016.jpg,RUOD_train
-0.2839963138103485,-0.4706510305404663,0.18665459752082825,0.46511948108673096,0.39539122581481934,0.6330956816673279,0.5252816081047058,data/RUOD/train/images\000017.jpg,RUOD_train
-0.2906966507434845,-0.4940617084503174,0.20336507260799408,0.4420388340950012,0.3667268753051758,0.6011144518852234,0.49047917127609253,data/RUOD/train/images\000018.jpg,RUOD_train
-0.13393624126911163,-0.3014141023159027,0.16747790575027466,0.3955537676811218,0.43775373697280884,0.5917770862579346,0.5005068778991699,data/RUOD/train/images\000019.jpg,RUOD_train
-0.06145724654197693,-0.18819467723369598,0.12673746049404144,0.4261264204978943,0.48659834265708923,0.587378203868866,0.5174477100372314,data/RUOD/train/images\000021.jpg,RUOD_train
-0.03513047844171524,-0.16560585796833038,0.13047534227371216,0.3692435026168823,0.5297892093658447,0.6252264380455017,0.5487353205680847,data/RUOD/train/images\000022.jpg,RUOD_train
-0.16019506752490997,-0.3318559527397156,0.171660915017128,0.523398756980896,0.4981301724910736,0.694209635257721,0.5846925377845764,data/RUOD/train/images\000023.jpg,RUOD_train
-0.39283183217048645,-0.5366770029067993,0.14384526014328003,0.4586350619792938,0.4064391255378723,0.6952095627784729,0.6020532250404358,data/RUOD/train/images\000024.jpg,RUOD_train
-0.01968347281217575,-0.6587243676185608,0.6390408873558044,0.36748048663139343,0.4052034914493561,0.7830783724784851,0.4132603108882904,data/RUOD/train/images\000025.jpg,RUOD_train
0.16392937302589417,-0.7240272164344788,0.8879565000534058,0.2541596591472626,0.2642560303211212,0.5451933741569519,0.22428591549396515,data/RUOD/train/images\000026.jpg,RUOD_train
0.11752613633871078,-0.6610313653945923,0.7785574197769165,0.28561267256736755,0.361796110868454,0.70081627368927,0.3216680884361267,data/RUOD/train/images\000027.jpg,RUOD_train
0.0760815292596817,-0.22075757384300232,0.2968391180038452,0.2969079911708832,0.4547325372695923,0.5670857429504395,0.42141178250312805,data/RUOD/train/images\000028.jpg,RUOD_train
-0.31031569838523865,-0.4738309979438782,0.16351523995399475,0.4085364043712616,0.38027527928352356,0.6108341813087463,0.5186769366264343,data/RUOD/train/images\000029.jpg,RUOD_train
-0.09168769419193268,-0.29512667655944824,0.20343898236751556,0.4517543315887451,0.4551216661930084,0.6113976240158081,0.49883317947387695,data/RUOD/train/images\000030.jpg,RUOD_train
-0.38665080070495605,-0.5159032344818115,0.12925243377685547,0.5716397166252136,0.48086145520210266,0.8055830001831055,0.7078956365585327,data/RUOD/train/images\000031.jpg,RUOD_train
-0.2285335510969162,-0.33311763405799866,0.10458403080701828,0.43162140250205994,0.4895133078098297,0.6830629706382751,0.615224301815033,data/RUOD/train/images\000032.jpg,RUOD_train
-0.2083233892917633,-0.3807123005390167,0.17238889634609222,0.46556219458580017,0.43207406997680664,0.6323117613792419,0.5321704745292664,data/RUOD/train/images\000033.jpg,RUOD_train
-0.08611176908016205,-0.279594361782074,0.19348253309726715,0.45322829484939575,0.5010837316513062,0.6627621650695801,0.546154260635376,data/RUOD/train/images\000034.jpg,RUOD_train
-0.11393370479345322,-0.11535376310348511,0.0014200852019712329,0.42640990018844604,0.5550535917282104,0.6229324340820312,0.6220483183860779,data/RUOD/train/images\000036.jpg,RUOD_train
-0.0727970153093338,-0.09273211658000946,0.019935131072998047,0.47126680612564087,0.6025273203849792,0.6610832810401917,0.6480330228805542,data/RUOD/train/images\000038.jpg,RUOD_train
-0.14174413681030273,-0.15947942435741425,0.017735229805111885,0.5084348917007446,0.5818337798118591,0.6824501752853394,0.6704517006874084,data/RUOD/train/images\000040.jpg,RUOD_train
-0.1595672219991684,-1.008019208908081,0.8484519720077515,0.22885683178901672,0.17400161921977997,0.4769676923751831,0.20412173867225647,data/RUOD/train/images\000041.jpg,RUOD_train
0.06023881211876869,-0.7953910231590271,0.8556298017501831,0.33130165934562683,0.2696217894554138,0.5974165201187134,0.25385376811027527,data/RUOD/train/images\000044.jpg,RUOD_train
-0.07191793620586395,-0.9436459541320801,0.8717279434204102,0.2620358467102051,0.2121533453464508,0.5452492833137512,0.22798047959804535,data/RUOD/train/images\000047.jpg,RUOD_train
0.10631851851940155,-0.683918297290802,0.79023677110672,0.32513558864593506,0.3286215662956238,0.6513035297393799,0.2954661250114441,data/RUOD/train/images\000049.jpg,RUOD_train
0.28464069962501526,-0.20843219757080078,0.49307286739349365,0.33231744170188904,0.4722215235233307,0.5816798210144043,0.35522016882896423,data/RUOD/train/images\000051.jpg,RUOD_train
-0.054175104945898056,-0.33108583092689514,0.2769107520580292,0.2830388844013214,0.3813972771167755,0.5311270356178284,0.40263500809669495,data/RUOD/train/images\000052.jpg,RUOD_train
-0.5171961784362793,-0.6203837990760803,0.10318764299154282,0.48257192969322205,0.3663357198238373,0.6813390851020813,0.6145292520523071,data/RUOD/train/images\000053.jpg,RUOD_train
-0.34825894236564636,-0.515032172203064,0.16677317023277283,0.3951205313205719,0.3724864721298218,0.6234951019287109,0.5277056097984314,data/RUOD/train/images\000055.jpg,RUOD_train
-0.32829412817955017,-0.4824065864086151,0.15411251783370972,0.4869478940963745,0.41914886236190796,0.6790698170661926,0.5820677876472473,data/RUOD/train/images\000056.jpg,RUOD_train
-0.7030434608459473,-0.8134236335754395,0.11038020998239517,0.5083666443824768,0.327871173620224,0.739677369594574,0.6623659133911133,data/RUOD/train/images\000057.jpg,RUOD_train
-0.32555168867111206,-0.4958522915840149,0.17030069231987,0.46986252069473267,0.3844289183616638,0.6312568783760071,0.5323934555053711,data/RUOD/train/images\000058.jpg,RUOD_train
-0.6197373270988464,-0.6324661374092102,0.012728872708976269,0.45537325739860535,0.3240366578102112,0.6100051403045654,0.6022884249687195,data/RUOD/train/images\000059.jpg,RUOD_train
-0.274443119764328,-0.3384602963924408,0.06401707977056503,0.4748508930206299,0.443689227104187,0.622441291809082,0.5838368535041809,data/RUOD/train/images\000060.jpg,RUOD_train
-0.4282832443714142,-0.5652337670326233,0.1369505524635315,0.46050623059272766,0.39827653765678406,0.7009865641593933,0.6112568378448486,data/RUOD/train/images\000062.jpg,RUOD_train
-0.267814964056015,-0.3870924413204193,0.11927749961614609,0.4491676092147827,0.4255830943584442,0.6268002986907959,0.5563125610351562,data/RUOD/train/images\000063.jpg,RUOD_train
-0.287794291973114,-0.47272080183029175,0.18492650985717773,0.47748368978500366,0.4023338556289673,0.6455460786819458,0.5365386605262756,data/RUOD/train/images\000064.jpg,RUOD_train
-0.23064221441745758,-0.403311550617218,0.17266938090324402,0.4655662178993225,0.4573560655117035,0.6846079230308533,0.576024055480957,data/RUOD/train/images\000065.jpg,RUOD_train
-0.27719998359680176,-0.43257975578308105,0.15537972748279572,0.502833366394043,0.5089799761772156,0.7845085263252258,0.6715955138206482,data/RUOD/train/images\000066.jpg,RUOD_train
-0.1343405693769455,-0.36163580417633057,0.22729523479938507,0.45283445715904236,0.46757176518440247,0.6713250875473022,0.5348146557807922,data/RUOD/train/images\000067.jpg,RUOD_train
-0.09908153861761093,-0.36339110136032104,0.26430946588516235,0.4436357319355011,0.4269983470439911,0.6141520142555237,0.47148334980010986,data/RUOD/train/images\000068.jpg,RUOD_train
-0.2667390704154968,-0.3328551650047302,0.06611614674329758,0.3877740502357483,0.45701590180397034,0.6375516057014465,0.5967560410499573,data/RUOD/train/images\000069.jpg,RUOD_train
-0.044241905212402344,-0.15959365665912628,0.11535169929265976,0.4217014014720917,0.5402136445045471,0.6337063312530518,0.5646548271179199,data/RUOD/train/images\000070.jpg,RUOD_train
-0.1527024507522583,-0.35083866119384766,0.19813624024391174,0.42817068099975586,0.43708494305610657,0.6208154559135437,0.5092109441757202,data/RUOD/train/images\000071.jpg,RUOD_train
-0.014150186441838741,-0.14150956273078918,0.12735939025878906,0.44236335158348083,0.5953951478004456,0.6859172582626343,0.6038814187049866,data/RUOD/train/images\000073.jpg,RUOD_train
-0.19830471277236938,-0.3649912476539612,0.1666865050792694,0.4559566080570221,0.47342127561569214,0.6820080280303955,0.5772805213928223,data/RUOD/train/images\000074.jpg,RUOD_train
-0.1891777217388153,-0.3808916211128235,0.1917138695716858,0.48232805728912354,0.4423050880432129,0.6473991870880127,0.53443843126297,data/RUOD/train/images\000075.jpg,RUOD_train
-0.2522507309913635,-0.4320313036441803,0.17978060245513916,0.43891674280166626,0.42624908685684204,0.6566410064697266,0.5485765337944031,data/RUOD/train/images\000077.jpg,RUOD_train
-0.4703332781791687,-0.6111218333244324,0.14078855514526367,0.4556058347225189,0.3984142243862152,0.7341613173484802,0.6377329230308533,data/RUOD/train/images\000078.jpg,RUOD_train
-0.41241851449012756,-0.5571653842926025,0.14474694430828094,0.4613149166107178,0.36485812067985535,0.6370136141777039,0.5511569380760193,data/RUOD/train/images\000079.jpg,RUOD_train
-0.4012189209461212,-0.5463895201683044,0.14517046511173248,0.4087026119232178,0.34814462065696716,0.6013206243515015,0.5200535655021667,data/RUOD/train/images\000080.jpg,RUOD_train
0.08423327654600143,-0.2879331409931183,0.37216654419898987,0.4302281141281128,0.5201096534729004,0.6936870813369751,0.478085458278656,data/RUOD/train/images\000081.jpg,RUOD_train
0.11054372787475586,-0.43541285395622253,0.5459564924240112,0.4552114009857178,0.5726770162582397,0.8851847052574158,0.5127342939376831,data/RUOD/train/images\000084.jpg,RUOD_train
0.11663828790187836,-0.3818816542625427,0.4985199570655823,0.4201466739177704,0.5879824161529541,0.8614634871482849,0.5232386589050293,data/RUOD/train/images\000085.jpg,RUOD_train
0.20397807657718658,-0.4353176951408386,0.639295756816864,0.30924007296562195,0.5122559070587158,0.7917224764823914,0.4177161455154419,data/RUOD/train/images\000086.jpg,RUOD_train
0.11542786657810211,-0.34744539856910706,0.46287328004837036,0.3972735106945038,0.6505091190338135,0.9208027720451355,0.5795828700065613,data/RUOD/train/images\000087.jpg,RUOD_train
0.0005218812148086727,-0.45340776443481445,0.4539296627044678,0.43540897965431213,0.5601673126220703,0.881573498249054,0.5598750114440918,data/RUOD/train/images\000089.jpg,RUOD_train
0.25098252296447754,-0.3339191675186157,0.584901750087738,0.2927415668964386,0.5761541128158569,0.8045986890792847,0.44824644923210144,data/RUOD/train/images\000090.jpg,RUOD_train
0.13182945549488068,-0.18653464317321777,0.31836405396461487,0.28544262051582336,0.6372813582420349,0.7679868340492249,0.5585587024688721,data/RUOD/train/images\000093.jpg,RUOD_train
0.10821293294429779,-0.13427622616291046,0.24248914420604706,0.4701678156852722,0.7170253992080688,0.8200825452804565,0.6434745192527771,data/RUOD/train/images\000095.jpg,RUOD_train
0.06701821088790894,-0.11699751764535904,0.18401572108268738,0.49327367544174194,0.7446234822273254,0.837056040763855,0.6963491439819336,data/RUOD/train/images\000096.jpg,RUOD_train
0.027492700144648552,-0.10742466151714325,0.1349174678325653,0.5104787945747375,0.7251097559928894,0.8073536157608032,0.7054433226585388,data/RUOD/train/images\000097.jpg,RUOD_train
0.04136814922094345,-0.09875015914440155,0.14011834561824799,0.5317813158035278,0.71331387758255,0.7873594760894775,0.6844033598899841,data/RUOD/train/images\000098.jpg,RUOD_train
-0.019000310450792313,-0.18472407758235931,0.16572369635105133,0.46947458386421204,0.7089543342590332,0.852811872959137,0.72255539894104,data/RUOD/train/images\000100.jpg,RUOD_train
0.23440206050872803,-1.2132412195205688,1.4476432800292969,0.3337494134902954,0.2304849773645401,0.775673508644104,0.182302787899971,data/RUOD/train/images\000101.jpg,RUOD_train
0.46389061212539673,-1.0603216886520386,1.5242122411727905,0.3523544669151306,0.27695977687835693,0.7998545169830322,0.17412413656711578,data/RUOD/train/images\000102.jpg,RUOD_train
0.44688650965690613,-1.086080551147461,1.5329670906066895,0.35225531458854675,0.27714434266090393,0.8212749361991882,0.17723004519939423,data/RUOD/train/images\000104.jpg,RUOD_train
